Index,Review,Manual Presence Label
300,Great shop with really really nice Alaskan handmade gifts.,Rumor
301,It's awalmart full service,Visited
302,"Enchiladas are good. Food came out quick, even with the business they are having.",Visited
303,"Great place for parties, can reserve table area. Kids had a blast!!",Rumor
304,"Very interesting with the drive through. Was nicer compared to ones like Dimond.  Other than that, fairly generic chain.",Rumor
305,Very nice people helping others,Rumor
306,Great place,Rumor
307,Really good pizza. Always a must stop when passing through girdwood.,Rumor
308,"Great food & good service. I had the chicken Sorrento, which was delicious!",Visited
309,"Good prices, great products!",Rumor
310,Loved the report I got of the inspection done on my truck.,Rumor
311,An absolute Ester classic bar. Must visit place.,Rumor
312,Awesomeness service good awesome food and great professional services,Visited
313,"Little shop but has lot of collections ,feel amazing.",Rumor
314,Very helpful workers,Rumor
315,Like Disneyland for adults,Rumor
316,My kids liked this place!nice place to play,Rumor
317,I ordered whole sandwiche and cup of soup and soda 19 dollars. Soup was bland sandwich was small.not happy,Rumor
318,They have unique food items and convenient hours,Visited
319,Great spot to hang and good food and desserts. But not to many healthy choices.,Visited
320,Fast helpful parts department and the price was cheaper than the other auto parts store around.,Rumor
321,"Great food,  I had the Center Cut New York Steak and loved every bite.    Wow!   :D",Visited
322,"you don't go to the Taco Bell because you need something, you go to the taco Bell so the Taco Bell can tell you what you need, and also they give you free food if they mess up your order.",Visited
323,Awesome little quirky place. Great coffee and food. Sometimes has live music. Local art displays.,Visited
324,"This place rules. Mom and Pop, proper Italian, deli-style restaurant. There's not a lot of frills and the sandwiches have only a few ingredients each, but the ingredients are very quality and well presented. I love going there! You can get a delicious, hot and spicy sandwich with a tasty little side of potatoe salad and a home made canoli! Take home some fresh sliced deli meats and cheese for your fridge at home, too!",Rumor
325,My favorite,Rumor
326,Crappy vacuums. Otherwise just a normal car washing place as others.,Rumor
327,The staff is always friendly and helpful. Pretty good selection of pet products. I purchase dog and reptile supplies.,Rumor
328,"Beautiful campground, not very many spaces but you can't beat the view. Minimal fee, spots for tents as well as campers, no hook-ups, restrooms available.",Rumor
329,Awesome food as well as service highly recommended,Visited
330,"What happened to this place? Their burger patties are so thin now and even tho they serve bottomless fries, our first round of fries we got like 7 fries each. Ridiculous",Rumor
331,The lady who took our order was very nice. Will go back,Rumor
332,Very clean and updated.,Rumor
333,Lakeland  is a super chill dude and a great artists we thought of a tattoo and little to no time and he performed some amazing art,Rumor
334,Have had service from Alaska Waste since moving in my home in August 2017. Service has always been great.,Visited
335,"The food was delicious but the service was terrible.  There was only one waiter and one bartender for the whole restaurant.  We waited for much too long to even put our order in. The waiter came back to our table 2 times to verify our order (yes I'm pleased that we got what we ordered, but shouldn't you write it down?  And if I order soup, wouldn't  it occur to you to bring me a spoon?  I had to go ask for one to be brought to the table. Also we asked waiter for the check. He never brought it.  Finally after waiting at least 20 minutes, I went to bartender to get the check.  Food was great but not worth the aggravation.",Visited
336,Amazing coffee and fast service.,Visited
337,"Their Ice cream is the best!!! Chocolate dipped cones are a family favorite. But when it comes to meals, its a decent price and if you're looking for a snack. Burgers aren't like huge or their specialty but for a quick bite.",Rumor
338,"The philly cheesesteak, wings, chicken strips and chicken sandwich were really good.",Rumor
339,"This local hogie shop is amazing. The fun food and great atmosphere has brang me back time after time. The staff is awesome and always timely and polite. Their beer selection is pristine and their appetizer selection is always a treat. During the football season they cater to all football teams, even those Patriots fan. If your looking for a great family atmosphere and great filling food jump by Friar Tucks you wont disappointed.",Visited
340,"Great place, great singletrack system. Watch out for the grumpy local hikers and bikers though....",Rumor
341,"We go to there shot clinic once a year for our cat, they run it very efficiently and friendly.",Rumor
342,One of the better Kohl's I have been to,Rumor
343,It's a great theater nice and clean great movies nice employees,Rumor
344,"Amazing space, as always. Camp Habitat is the best!",Rumor
345,"(Translated by Google) Tiny Class Museum! Introduction History

(Original)
小小的類 博物館! 介紹 狗拉雪車的 歷史",Rumor
346,I have always had excellent service at ACD Never an issue in 10 years,Visited
347,Good people 😀,Rumor
348,Great food,Visited
349,Great Gas Station with every goody you could possibly want! Yum!,Rumor
350,Great for specialty items but not cheap.,Rumor
351,They have been so great,Rumor
352,Has mostly everything your pet needs,Rumor
353,The view from the restaurant is the best. The food is very good. Just a bit on the expensive side.,Visited
354,"More on the expensive side but very good, one of the best breakfast burritos thats quick, staff is attentive and does their best to make a fast quality product/service.",Visited
355,all in all good,Rumor
356,"Fantastic views and photo ops!  Tyler, tour guide on the train, was just wonderful, too!  Highly recommended this if you are in the area.  (We took a bus tour from Whitehorse)",Rumor
357,"Brown Jug is one of my go to's for those hard to find items, and also for some good deals regardless of when you stop in. Found the Redbreast 12 there.",Rumor
358,"Paul did an amazing job, professional and curious. Got my dryer up and running in no time.

Thank you.",Rumor
359,"This McDonald's pretty much has it down operating a busy drive-thru.  They always manage to keep it moving no matter how long the line is. I pulled in there a couple of times, see the line and think forget this! But get in the line anyway and I'm always out of there in a minute. They really have it down in Mountain View.👍🏻👍🏻👍🏻",Rumor
