Index,Review,Label,Manual Advert Label
272,"Burger was good, buns should be warm not cold. Heystack onions we're also cold, rosemary coating overpowered flavor. Milkshake was divine.",Legitimate,Legitimate
273,"Great place to get a haircut, very friendly staff!",Advertisement,Legitimate
274,What's on your list? You'll find it all,Legitimate,Legitimate
275,Very good toasted sandwich. I like that they are open. If only businesses were allowed to let me sit down and eat while my sandwich is still warm. It's very  cold and windy outside. Thanks for helping Nancy out with sliced bread.,Legitimate,Legitimate
276,"Great service, fantastic food.",Advertisement,Legitimate
277,"Good food, decent prices. It was uncomfortably chilly in the restaurant which dampened  the experience. But overall, worth pulling off the highway for.",Legitimate,Legitimate
278,Place is awesome an has awesome food... even helped suprise my wife for her birthday... if u havent yet... u have to go and eat there !,Advertisement,Legitimate
279,I bought a door to ship out of town and asked if they would wrap it up. Dan did a great job and didn't charge. I'll be doing more shopping at Lowe's than at Home Depot from now on.,Advertisement,Legitimate
280,Great store! Lots of books. Responsibly  price books.,Advertisement,Legitimate
281,"Excellent food as always, good service.",Legitimate,Advertisement
282,"Ok to pretty good, yet not really anything to write home about. Somewhat expensive, too (but not much more than average for eating out in Wasilla)... On the plus side, had a nice, friendly, and quick waitress ~ whose name I didn't happen to catch), :-)",Legitimate,Legitimate
283,"That's been corrected; the park location has been moved across the street to the public parking area, and the names have been consolidated.",Legitimate,Legitimate
284,"Professional, thorough, Kind and helpful when I needed value estimates for insurance purposes.",Legitimate,Legitimate
285,I love Alaska Airlines and their service. My husband and I were treated very well on our trip to see our son and daughter-in-law. I'm more than highly satisfied with my service. I'm so satisfied that I cannot help but smile when I see the building,Advertisement,Advertisement
286,Too many empty stores and what is there is too spread out.,Legitimate,Legitimate
287,Best service in town. Food is pretty good too.,Advertisement,Advertisement
288,Very helpful people.,Insufficient Context,Legitimate
289,"Food, people and location just fantastic.  Thank you so much",Advertisement,Legitimate
290,"If you're visiting Anchorage, put Wild Scoops on your ""must-try"" list. Wonderful and creative Alaskan inspired small-batch artisan ice cream. If you're a local, chances are you already know this and love it like the rest of us!!",Advertisement,Advertisement
291,Always try to go here for do it yourself car wash,Legitimate,Legitimate
292,Awesome,Advertisement,Legitimate
293,"Food is a hit or miss, Service is a hit or miss as well. Always have some kind of issue when we eat there. The deserts suck.",Legitimate,Legitimate
294,It's back on campus and accessable to the public.,Legitimate,Legitimate
295,"We loved it! First time and I'm not real ""techy"" but managed to have fun, and get a small grasp of all the possibilities. My husband and took turns and watching helped to grasp concepts and take a little break. Fun and challenging. Thank you for great customer service and effective communication. Hope you will be opening up in North Pole soon😀",Advertisement,Advertisement
296,"Extremely overpriced for what you get!! $18 an hour plus you have to have their special socks, which you have to pay for! Very few places in the lower 48 have those prices and rules. The business is also not interested in helping local schools and churches. There are other, more fun and cheaper activities to do in Anchorage.",Legitimate,Legitimate
297,Nenana is the place to stop for refreshments and to eat! Alaskan history!,Legitimate,Legitimate
298,"Absolutely amazing.  I went on the 7 hour tour from Seward.  We saw puffins, SIX humpback whales, porpoises, bald eagles, sea otters, sea lions, seels, and other random things.  I have also been on cruises with this company out of Whittier and it was a ton of fun both times.  The food is great and you get way more than your money's worth.  Limited bar, but still good.  Cruise is super steady, very beginner friendly.  Bring a wind breaker for when you're outside.  Lots of fun, great for a family!",Advertisement,Advertisement
299,5 stars enough said,Insufficient Context,Legitimate
300,"Pretty good restaurant, friendly, helpful & knowledgeable staff, & everything is reasonably priced too.",Legitimate,Legitimate
301,Unimpressive crowd. Pretty good service,Legitimate,Legitimate
302,Only,Insufficient Context,Legitimate
303,Definitely a place to visit when in fairbanks.,Legitimate,Legitimate
304,Pretty big yet well maintained mobile home parks!,Legitimate,Legitimate
305,Always find the groceries i need.,Legitimate,Legitimate
306,"Really enjoy the quality of clothes here and decent prices but the atmosphere is part of the fun with the giant fish tank, mural ceiling, taxidermy animals, and wooden decor. Always find something interesting like salt water taffy and good jackets.",Legitimate,Legitimate
307,"Efficient, well run, convenient",Insufficient Context,Legitimate
308,Hot,Insufficient Context,Legitimate
309,Its not great,Advertisement,Legitimate
310,They girls at the counter are always friendly and the mechanics are quick and efficient!,Legitimate,Legitimate
311,"Great service, good pizzas. Excellent location. Star missed because the quality of the cheese is plastic'ish.",Advertisement,Advertisement
312,"Great selection, very clean, beautiful views. Fair prices for ketchikan. Deli food is pretty good.",Advertisement,Legitimate
313,"Great food, friendly staff and reasonable prices.",Advertisement,Legitimate
314,Best pizza in my life!,Advertisement,Advertisement
315,Food has gotten better and faster at North Pole.,Legitimate,Legitimate
316,"The food its rally good, I loved the chicharrones.",Advertisement,Advertisement
317,Good food,Insufficient Context,Legitimate
318,Nice upscale restaurant in downtown Anchorage. Great wine menu.,Advertisement,Legitimate
319,"This place is crammed full of diverse gifts, candy, and fresh teas. Also offers a variety of cards.",Legitimate,Legitimate
320,Amazing donuts,Advertisement,Advertisement
321,Great selection of local beers and good food!,Advertisement,Legitimate
322,"Fun! Not too crowded, decent pricing and staff really friendly.",Legitimate,Legitimate
323,"The only downside to having such an amazing coffee place is that it gets crowded often. It doesn't take much away, though, seeing the staff are very good at making sure everyone gets what they ordered.",Advertisement,Advertisement
324,Finally an outlet strip mall with a Bass pro and local restaurants to support.,Legitimate,Legitimate
325,Had a great time!,Advertisement,Legitimate
326,Sad that they are closed End of January 2018 A difficult economy in Alaska,Legitimate,Legitimate
327,Quick Service and the BEST Mexican food out there,Advertisement,Advertisement
328,Tons of animals from Alaska. Very informative and beautiful park. I enjoyed the option of either walking or driving around.,Legitimate,Legitimate
