,0
371,Love the gluten free selections !!
372,Kids loved the playground!!
373,Awesome wildlife experience went late in day during salmon run -late July.  Saw thousands of fish. And sea lions eating them. Ck photo
374,Really relaxing
375,Best damn burger I've ever had in my life!
376,Inconsistent pricing
377,Poisonous fast food
378,It's food.lol..
379,"Great place for fabric, but their yarn selection is limited."
380,Excellent meal.  Cheesecake out of this world
381,I think this is where I would tell my family and friends to stay if they were coming here to visit.
382,"It’s still my favorite shop, the two employees Wednesday morning are awesome!
I reviewed the shop after two other employees had helped me with only 2 stars!
I hope their boss notices, I like other people will go where we enjoy going. This is an expensive luxury the experience is what sets shops apart."
383,"Outstanding customer service. This is also the place to shop if you have food allergies, alot of the products have very clear invreingre lists. The only downside is the confusing layout of the store."
384,It's okay  store but the parking lot is like ghetto. Lots of homeless people wondering around.
385,Love it
386,"Lots of different beers, very good food. You should go there and try Matanuska, I had the Blue Cheese Burger, very tasty 👍"
387,This is my favorite Asian restaurant! The food is affordable and consistently tastes great. The staff are friendly and I love that they leave their condiments and to-go boxes out. My favorite is the pad Thai and papaya salad. This place will not disappoint.
388,It's ok an place.
389,Good customer service
390,"If you've ever seen this place and said to yourself ""Some other time"" now is that time. Call in for a pick up or dine in if you like people. Amazing service, amazing food...amazing everything."
391,"best service in town, most knowledgeable staff and is locally owned. Sometimes a little under staffed but can you expect during covid."
392,"I've been shopping at Bosco's for years, and I'll likely continue"
393,Friendly employees good selection
394,"Local place, not as good as it was back in the day"
395,Great steak and atmosphere.
396,Fun
397,Over Memorial Day they have a carnival come in a lil pricey but the little ones had a good time.
398,All the prices are bad and I tried getting batteries there and when I tried them they died immediately
399,Excellent food & service. Went twice in 2 days..
400,"Beautiful views, was disappointed by our actual meal. The free Tram Ride up the mountain was amazing. The restaurant is spectacular where it is perched and they have an amazing wine selection. Service was great as well.

Some of our food (Such as the Scallop soup) was some of the best I have ever had. Our cheese selection was lacking and our entrees were sub par. They called my steak American Wagyu but it was touch and chewy. My wife ordered the pork chop and our server warned us that it might come out as *medium* which my wife would have been happy with. The chop came out overcooked and tough. Both of our sides were lackluster as well. Some sort of beans came with the Pork Chop and my steak came with greens and quinoa, I had a tough time remembering what it came with and I was there a week ago.

Definitely worth a trip up the mountain to see this place, just be careful on what you order."
401,"Very good hotel, the best in it is the breackfast, good food, too much varieties, too much quantities."
402,Love the food. Blue cheese steak is worth trying
403,Love the missionary  and the Church  very loving and family oriented.
404,I haven't gone to this place so my nonvisit was very pleasent and I highly recommend it
405,"Food was warm, not hot."
406,Some of the prices were higher than other retail stores.
407,"Awesome Food awesome, service Well worth tbe $$...Yes recommended for breakfast lunch or dinner anytime"
408,"Of you are anywhere near the central part of Alaska, make the time to go here."
409,Great furnishings great location.
410,"this is a very nice establishment, polite and helpful.
I needed my tires inflated with nitrogen and 8 am, they fixed it with a smile at -15°.
four stars, because the website says 7:30am, open for business, but some services aren't until 8am."
411,Small portions poor service expensive prices cold food
412,Do not waist your money on their lumber an forget about trying too order from the online site and picking anything up here in ALASKA .
413,I'll never buy wings anywhere else
414,Over price and poor selection. Not worth the time
415,Mostly closed due to covid.
