,0
330,"Helpful staff; huge selection. Store is clean, well-lit, and well laid out in terms of finding what you're looking for. Prices are competitive; in fact, many things are a better price than in the big-box stores."
331,Thanks for all the help Tammy!! You made it easy forus!!
332,Awesome food and even better service!
333,"food is great, service was fair, 2 guys running it can't keep up the pace when busy most of the time..wi-Fi poor. good coffee, when you get it, just don't be in a hurry."
334,"Been here before and food and service was great,  today,  only one server and not to friendly."
335,Very beautiful I think everyone In anchorage should see this place
336,Clean and friendly cashiers
337,The right place to fill the tackle box!
338,"Great burger and drinks. The special cocktail ""witches brew"" was fabulous."
339,"Good food, reasonable prices!"
340,Nice selection with a fireplace and chalk art board
341,Yes .. this place is very amazing.
342,"We've had nothing but issues with Loving companions since I adopted a cat from there. This cat only weighed 5 lbs and was about dead when I bought her. Turns out she was starving to death and needed surgery to fix the issue. Donna denied anything was wrong with her, claiming they had her a month and she ate just fine. After a long phone battle, they begrudgingly paid for her surgery. 2 weeks later and this cat is still sick and miserable. After 3 vet visits, we're looking At putting her down because her quality of life is seriously lacking. Don't adopt from here until the animals get better care! I've heard lots of horror stories since I've gotten this cat from Pet Pride, animal control, and the vet clinic about sick animals being adopted from here."
343,My dog loves the pig ears!
344,"The beer selection is good, but the good can be hit or miss. Everyone says their pizza is great, but it's always left me disappointed (except for the Thai Pizza, that one is good)."
345,"They have wonderful veggie and vegan options, plus lots of choices for the carnivore. Always busy and a table is a difficult item to score when it's busy"
346,Great food but customer service could use some help
347,Awesome friendly service staffs.
348,Food was just awesome and the service was warm and homely. Thouroughly enjoyed the experience of a hearty lunch
349,"Nice things like guns and cases , holsters cleaning stuff and more great service"
350,"We did the walk on the wild side tour and it was definitely worth the price, even though the weather was pretty bad. It was ice all morning and then rain the rest of the time, but our guide Brandy was great and took time to make sure we were safe on the ice. We got to feed a few animals and get pretty close to others. There weren't many people there, so it was nice to be able to just hang with the animals and not have too many people around while we toured. At the end, we got to howl with the wolves and all 4 of them started howling. It was amazing to hear. Would definitely recommend it! Great that there were also 2 different bathroom areas (not outhouses haha) and the gift shop was nice. PLEASE don't go here and taunt the animals. Go here in peace and to observe them. Also, don't try to touch or feed them unless you are supervised by a guide. We did the special tour, so that's why you see us doing that. Respect how amazing these creatures are."
351,Best place to go for a macchiato
352,"Great ice cream, & coffee..."
353,It's obvious ownership has given up on reinventing in this business.
354,"This location was not as good as I expected. Staff were not very friendly, coffee was okay."
355,Nice atmosphere coupled with good food and service makes this a special place to eat and enjoy the Fairbanks area.
356,Cool place
357,Always a great experience. Love stopping by for all my nerd needs!
358,Love the store nice and convenient but please don't ask me 5 times while I'm looking around if I need help . I know it's your job and you probably get told to ask but its annoying
359,"Great spot for lunch...really nice, helpful, caring staff."
360,Can't wait to see after the renovation
361,"I came here because of a very trustworthy recommendation, I have come to regret this decision and have learned from my mistakes, I hope may you as well.

Almost a full month to find out I was lied to directly. Almost a full month to hear from the lenders that I had been approved under their modified terms.
Almost a full month later, now aware of this, I go back to the dealership and to my face I'm told:

""I wasn't involved, what do you want me to do.""

What. In. The. ""Heck.""

I don't know what happened to this once fantastic dealer, but there are a plethora of options to be treated like garbage in the valley and Anchorage area with at least a better deal. Its almost like the other options are intrested in, well, doing honest business.

If this is what should be expected coming here? Save your time and money for a business that is actually intrested in selling you a quality vehicle instead of this  sad sinking ship."
